id;lesson_id;question_type;question_text;options;correct_answer;explanation;created_at
86ac55ae-e4e3-41be-992a-25e9d701de7f;2a3a8380-b029-47a8-9310-e48fa10e446d;multiple_choice;「話し合う」の意味は？;"[""Berbicara"",""Berdiskusi"",""Dibicarakan"",""Mendengar""]";Berdiskusi;話し合う berarti saling berbicara = berdiskusi;2026-02-06 13:11:19.777748+00
a4973e13-9bc7-404d-bc18-36752e772eb6;caf1d4e2-3652-4789-a1ee-53c1845b2566;multiple_choice;Apa arti「やり直す」?;"[""Melakukan"",""Mengulang/memperbaiki"",""Berhenti"",""Mulai""]";Mengulang/memperbaiki;～直す menyatakan mengulang atau memperbaiki sesuatu;2026-02-06 13:11:19.777748+00
f65f8ca5-6463-45da-b04b-692a681791e2;caf1d4e2-3652-4789-a1ee-53c1845b2566;multiple_choice;Apa arti「食べ過ぎた」?;"[""Makan sedikit"",""Makan berlebihan"",""Tidak makan"",""Ingin makan""]";Makan berlebihan;～過ぎる menyatakan melakukan sesuatu secara berlebihan;2026-02-06 13:11:19.777748+00
628f2529-d52e-442b-8ebb-d73482cd36af;088b72ab-3cf8-4c07-88e9-41cc25e367bb;multiple_choice;「お読みになりましたか」の意味は？;"[""Saya membaca"",""Apakah Anda sudah membaca?"",""Tolong baca"",""Sedang membaca""]";Apakah Anda sudah membaca?;お～になる adalah bentuk hormat;2026-02-06 13:11:19.777748+00
2c743ff1-221b-4ee5-a0a6-2a1f9f17ef7a;088b72ab-3cf8-4c07-88e9-41cc25e367bb;multiple_choice;「ご覧ください」の意味は？;"[""Saya lihat"",""Silakan lihat"",""Tolong lihat"",""Sedang melihat""]";Silakan lihat;ご覧ください adalah bentuk hormat dari 見てください;2026-02-06 13:11:19.777748+00
607fef45-ece0-4b82-a339-8ee1eae1bca0;55b5d5cd-782a-4703-9148-917d5bdeb4e2;multiple_choice;「ご連絡いたします」の意味は？;"[""Tolong hubungi"",""Saya akan menghubungi"",""Anda menghubungi"",""Dihubungi""]";Saya akan menghubungi;お/ご～いたす adalah bentuk rendah diri;2026-02-06 13:11:19.777748+00
c98a56f5-4605-4f00-bb64-7e6ddedd716b;55b5d5cd-782a-4703-9148-917d5bdeb4e2;multiple_choice;「お礼申し上げます」の意味は？;"[""Terima kasih"",""Saya mengucapkan terima kasih"",""Tolong terima"",""Diterima""]";Saya mengucapkan terima kasih;申し上げる adalah bentuk sangat rendah diri;2026-02-06 13:11:19.777748+00
368e8abd-721c-42d4-9192-02e1271dfdce;220d26db-d131-4155-861d-ed4e4ad148a9;multiple_choice;二重敬語の例は？;"[""お読みになる"",""お召し上がりになられる"",""ご覧ください"",""いらっしゃる""]";お召し上がりになられる;お召し上がりになられる adalah keigo ganda (kesalahan);2026-02-06 13:11:19.777748+00
68194cd7-724b-4f09-aa25-60a6eddfe450;220d26db-d131-4155-861d-ed4e4ad148a9;multiple_choice;「社長がおっしゃった」は何敬語？;"[""尊敬語"",""謙譲語"",""丁寧語"",""美化語""]";尊敬語;おっしゃる adalah bentuk hormat (尊敬語) dari 言う;2026-02-06 13:11:19.777748+00
0834977d-6163-422f-8dce-0c32e74a9e28;576c9e55-1127-48f6-99fa-69449aa66a39;multiple_choice;「毎日運動する＿している」正しい形は？;"[""ことに"",""ようにして"",""ために"",""ので""]";ようにして;～ようにしている menyatakan kebiasaan yang diusahakan;2026-02-06 13:11:19.777748+00
db8a94e9-fd2e-4ed3-a100-154b75d11cb5;576c9e55-1127-48f6-99fa-69449aa66a39;multiple_choice;Apa arti「転職することにした」?;"[""Ingin pindah kerja"",""Memutuskan pindah kerja"",""Berusaha pindah kerja"",""Tidak pindah kerja""]";Memutuskan pindah kerja;～ことにする menyatakan keputusan;2026-02-06 13:11:19.777748+00
b35712c9-a315-4df7-8147-5f7634e2e95c;070ad1ab-34fa-40ea-9336-4af56554f8d1;multiple_choice;Apa arti「約束を破るわけにはいかない」?;"[""Janji rusak"",""Tidak bisa mengingkari janji"",""Ingin mengingkari janji"",""Mengingkari janji""]";Tidak bisa mengingkari janji;～わけにはいかない menyatakan tidak bisa melakukan sesuatu karena alasan moral/sosial;2026-02-06 13:11:19.777748+00
8438d260-1c55-4dd3-aab7-c8c2853d7fe4;070ad1ab-34fa-40ea-9336-4af56554f8d1;multiple_choice;Apa arti「残業せざるを得ない」?;"[""Ingin lembur"",""Terpaksa lembur"",""Tidak lembur"",""Bisa lembur""]";Terpaksa lembur;～ざるを得ない menyatakan terpaksa melakukan sesuatu;2026-02-06 13:11:19.777748+00
22967ac3-edcf-42e6-9cd6-9ee170191f72;52b534d9-5837-442d-abe8-f28c571f37f6;multiple_choice;「この問題＿意見がある」正しい助詞は？;"[""について"",""に対して"",""として"",""にとって""]";に対して;に対して digunakan untuk menyatakan sikap atau reaksi terhadap sesuatu;2026-02-06 13:11:19.777748+00
919381f8-9637-4fd7-9d34-89d0e999da13;52b534d9-5837-442d-abe8-f28c571f37f6;multiple_choice;「日本文化＿研究している」正しい助詞は？;"[""について"",""に対して"",""として"",""にとって""]";について;について digunakan untuk menyatakan topik pembicaraan atau penelitian;2026-02-06 13:11:19.777748+00
dd88a8b9-d5c7-4782-a48e-053717d06e06;d1dcb62d-96c8-4c9f-b283-36cff5a9053c;multiple_choice;「通訳＿働く」正しい助詞は？;"[""について"",""に対して"",""として"",""にとって""]";として;として digunakan untuk menyatakan kapasitas atau peran;2026-02-06 13:11:19.777748+00
e8369e6a-0c60-454f-9d68-a31ca8481dfe;d1dcb62d-96c8-4c9f-b283-36cff5a9053c;multiple_choice;「私＿大切な人」正しい助詞は？;"[""について"",""に対して"",""として"",""にとって""]";にとって;にとって digunakan untuk menyatakan perspektif atau sudut pandang;2026-02-06 13:11:19.777748+00
64e9e4bd-d725-4968-ba5a-c420af0bb4f9;c10b6d3a-92e2-49aa-9078-d0235055d3dd;multiple_choice;「したがって」の意味は？;"[""Namun"",""Oleh karena itu"",""Di sisi lain"",""Meskipun""]";Oleh karena itu;したがって menyatakan hasil atau kesimpulan;2026-02-06 13:11:57.750945+00
eaea2a4e-bee5-4423-9a9a-a3532f0b5717;c10b6d3a-92e2-49aa-9078-d0235055d3dd;multiple_choice;「それにもかかわらず」の意味は？;"[""Oleh karena itu"",""Meskipun demikian"",""Selain itu"",""Dengan kata lain""]";Meskipun demikian;それにもかかわらず menyatakan kontras atau pertentangan;2026-02-06 13:11:57.750945+00
844eb2ab-9fc5-4347-8b49-0d3d7e86cab1;c10b6d3a-92e2-49aa-9078-d0235055d3dd;multiple_choice;「一方」の意味は？;"[""Oleh karena itu"",""Meskipun"",""Di sisi lain"",""Selain itu""]";Di sisi lain;一方 digunakan untuk membandingkan dua hal;2026-02-06 13:11:57.750945+00
6ee9d69b-1847-4f25-ae6e-5ccd7e26f182;16283f16-c49a-4ff4-963f-433f99d66013;multiple_choice;「これ」biasanya merujuk ke？;"[""Hal yang dekat dengan pembicara"",""Hal yang dekat dengan pendengar"",""Hal yang jauh"",""Hal yang sudah disebut""]";Hal yang dekat dengan pembicara;これ merujuk ke hal yang dekat dengan pembicara;2026-02-06 13:11:57.750945+00
e5882ed4-8234-4273-a0e8-3fa1d4c91d68;16283f16-c49a-4ff4-963f-433f99d66013;multiple_choice;「そのような」の意味は？;"[""Seperti ini"",""Seperti itu"",""Seperti apa"",""Bagaimana""]";Seperti itu;そのような merujuk ke hal yang sudah disebutkan sebelumnya;2026-02-06 13:11:57.750945+00
d28dca40-2abd-4d4c-b8a3-1525d578f4ac;de304c34-4ae9-4de7-9af6-d77ec5eaaea2;multiple_choice;「つまり」の意味は？;"[""Namun"",""Dengan kata lain"",""Selain itu"",""Oleh karena itu""]";Dengan kata lain;つまり digunakan untuk meringkas atau memperjelas;2026-02-06 13:11:57.750945+00
4cb476ad-57dd-4757-b8d3-5a59d0b7b51d;de304c34-4ae9-4de7-9af6-d77ec5eaaea2;multiple_choice;「筆者」の意味は？;"[""Pembaca"",""Penulis"",""Editor"",""Penerjemah""]";Penulis;筆者 berarti penulis (dalam konteks teks/artikel);2026-02-06 13:11:57.750945+00
3a2cdf03-378d-41ab-b5f3-b5c76b63ef87;de304c34-4ae9-4de7-9af6-d77ec5eaaea2;multiple_choice;「要点」の意味は？;"[""Detail"",""Poin utama"",""Contoh"",""Kesimpulan""]";Poin utama;要点 berarti poin-poin penting;2026-02-06 13:11:57.750945+00
ce22c738-a48d-4482-acbc-b8d2d97f9de5;771b81d5-0d97-41be-a071-a9c221f37408;multiple_choice;Email bisnis biasanya dimulai dengan？;"[""こんにちは"",""お世話になっております"",""元気ですか"",""久しぶり""]";お世話になっております;お世話になっております adalah salam standar dalam email bisnis;2026-02-06 13:11:57.750945+00
34c91918-7545-4553-ba62-df2e3f775e32;771b81d5-0d97-41be-a071-a9c221f37408;multiple_choice;「添付ファイルをご確認ください」の意味は？;"[""Tolong kirim file"",""Mohon periksa file terlampir"",""File tidak ada"",""Hapus file""]";Mohon periksa file terlampir;Ini adalah permintaan sopan untuk memeriksa lampiran;2026-02-06 13:11:57.750945+00
75073a92-3e7d-4dcc-9de0-ba9f89ca8525;771b81d5-0d97-41be-a071-a9c221f37408;multiple_choice;「ご査収のほどよろしくお願いいたします」digunakan untuk？;"[""Menolak dokumen"",""Meminta penerima memeriksa dan menerima dokumen"",""Mengirim dokumen"",""Menghapus dokumen""]";Meminta penerima memeriksa dan menerima dokumen;Ini adalah ungkapan formal untuk meminta konfirmasi penerimaan;2026-02-06 13:11:57.750945+00
e6bc0941-9426-4a72-8f1d-9af3e5d47bfb;53e3068e-9903-4743-a772-60324009e696;multiple_choice;Saat menjawab telepon kantor, kita berkata？;"[""もしもし"",""はい、〇〇会社でございます"",""こんにちは"",""何ですか""]";はい、〇〇会社でございます;Jawaban telepon kantor yang sopan menggunakan でございます;2026-02-06 13:11:57.750945+00
008afcc4-f017-4a58-99a2-f918bbecf792;53e3068e-9903-4743-a772-60324009e696;multiple_choice;「少々お待ちください」の意味は？;"[""Silakan duduk"",""Mohon tunggu sebentar"",""Silakan pergi"",""Terima kasih""]";Mohon tunggu sebentar;Ungkapan sopan untuk meminta menunggu;2026-02-06 13:11:57.750945+00
4c60686c-a6f6-40bb-977a-9d2f85da73f3;53e3068e-9903-4743-a772-60324009e696;multiple_choice;「折り返しお電話いたします」の意味は？;"[""Tolong telepon"",""Saya akan menelepon balik"",""Jangan telepon"",""Telepon sekarang""]";Saya akan menelepon balik;折り返す berarti menelepon kembali;2026-02-06 13:11:57.750945+00
eee2cca9-680c-4ba8-8b9b-9da7c7f2de31;8c50836e-81ff-406c-b604-0427069b4fb9;multiple_choice;「ご検討をお願いします」の意味は？;"[""Tolong beli"",""Mohon pertimbangannya"",""Jangan pikir"",""Sudah diputuskan""]";Mohon pertimbangannya;検討 berarti pertimbangan, ini adalah permintaan sopan;2026-02-06 13:11:57.750945+00
4e870999-8725-4c5c-8163-e77cce560996;8c50836e-81ff-406c-b604-0427069b4fb9;multiple_choice;「この提案に賛成です」の意味は？;"[""Saya menolak usulan ini"",""Saya setuju dengan usulan ini"",""Saya tidak tahu"",""Tolong jelaskan""]";Saya setuju dengan usulan ini;賛成 berarti setuju atau mendukung;2026-02-06 13:11:57.750945+00
142a4eb7-e9dc-4017-89f4-280c833f9eae;8c50836e-81ff-406c-b604-0427069b4fb9;multiple_choice;「問題ないと存じます」の意味は？;"[""Ada masalah"",""Saya pikir tidak ada masalah"",""Saya tidak tahu"",""Tolong perbaiki""]";Saya pikir tidak ada masalah;存じます adalah bentuk rendah diri dari 思います;2026-02-06 13:11:57.750945+00
428a5a97-980a-4802-b19f-b38364b157b0;4a6e7bd3-56ac-4060-96aa-f20670c556c2;multiple_choice;Presentasi biasanya diakhiri dengan？;"[""さようなら"",""ご清聴ありがとうございました"",""終わり"",""以上""]";ご清聴ありがとうございました;Ungkapan sopan untuk mengakhiri presentasi;2026-02-06 13:11:57.750945+00
48ecc394-48a7-4d53-a8c6-42b59f8a5e8a;4a6e7bd3-56ac-4060-96aa-f20670c556c2;multiple_choice;「本日の発表テーマは」digunakan untuk？;"[""Mengakhiri presentasi"",""Memperkenalkan topik presentasi"",""Bertanya"",""Menjawab pertanyaan""]";Memperkenalkan topik presentasi;Ungkapan untuk memulai dan memperkenalkan topik;2026-02-06 13:11:57.750945+00
a41d1606-b51a-4aa5-98ca-9104c1f5ca8c;4a6e7bd3-56ac-4060-96aa-f20670c556c2;multiple_choice;「結論として」の意味は？;"[""Sebagai pembukaan"",""Sebagai kesimpulan"",""Sebagai contoh"",""Sebagai pertanyaan""]";Sebagai kesimpulan;結論として digunakan untuk menyampaikan kesimpulan;2026-02-06 13:11:57.750945+00
